Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2019_Human	Axon guidance	11/181	2.964318e-01	4.189368e-01	0	0	1.231963e+00	1.497991e+00	ITGB1;CFL1;RAC2;CXCR4;RAC1;MYL9;MET;MYL12A;RHOA;EPHA2;MYL12B
KEGG_2019_Human	Pyrimidine metabolism	4/57	3.182172e-01	4.474424e-01	0	0	1.435705e+00	1.643913e+00	NT5E;NME2;TK1;TYMS
KEGG_2019_Human	Histidine metabolism	2/23	3.206004e-01	4.477004e-01	0	0	1.811146e+00	2.060287e+00	ALDH1A3;ALDH3A1
KEGG_2019_Human	Retrograde endocannabinoid signaling	9/148	3.218535e-01	4.477004e-01	0	0	1.232307e+00	1.397015e+00	NDUFB9;NDUFB7;NDUFA4;GNB2;NDUFS5;NDUFB3;NDUFAB1;NDUFA1;GNG12
KEGG_2019_Human	Glycine, serine and threonine metabolism	3/40	3.232494e-01	4.477004e-01	0	0	1.542167e+00	1.741617e+00	SHMT2;PSAT1;PGAM1
KEGG_2019_Human	Vitamin digestion and absorption	2/24	3.392155e-01	4.674761e-01	0	0	1.728730e+00	1.868964e+00	APOA1;APOB
KEGG_2019_Human	Systemic lupus erythematosus	8/133	3.477102e-01	4.768105e-01	0	0	1.217742e+00	1.286405e+00	C3;HLA-DRB5;HLA-DRA;CTSG;ACTN4;ELANE;HLA-DRB1;SNRPB
KEGG_2019_Human	Synaptic vesicle cycle	5/78	3.510238e-01	4.789120e-01	0	0	1.302884e+00	1.363991e+00	ATP6V1G1;ATP6V0E1;AP2S1;AP2M1;ATP6V1F
KEGG_2019_Human	Steroid hormone biosynthesis	4/60	3.527005e-01	4.789120e-01	0	0	1.358577e+00	1.415822e+00	AKR1C1;AKR1C3;CYP1A1;AKR1C2
KEGG_2019_Human	Cushing syndrome	9/155	3.714990e-01	5.019767e-01	0	0	1.172788e+00	1.161305e+00	CDKN1A;FH;CCND1;CDK4;GNAS;CRH;CTNNB1;EGFR;ATF4
KEGG_2019_Human	Carbohydrate digestion and absorption	3/44	3.786698e-01	5.091822e-01	0	0	1.391418e+00	1.351193e+00	ATP1B3;ATP1A1;ATP1B1
KEGG_2019_Human	Cytosolic DNA-sensing pathway	4/63	3.871915e-01	5.181258e-01	0	0	1.289293e+00	1.223327e+00	NFKBIA;IL6;IL1B;POLR2L
KEGG_2019_Human	T cell receptor signaling pathway	6/101	3.930002e-01	5.221596e-01	0	0	1.201207e+00	1.121862e+00	NFKBIA;JUN;CDK4;FOS;CD3D;RHOA
KEGG_2019_Human	Fatty acid elongation	2/27	3.939760e-01	5.221596e-01	0	0	1.521042e+00	1.416798e+00	ECHS1;PPT1
KEGG_2019_Human	Peroxisome	5/83	4.011992e-01	5.268690e-01	0	0	1.219044e+00	1.113349e+00	PRDX5;PRDX1;IDH1;IDH2;SOD1
KEGG_2019_Human	Synthesis and degradation of ketone bodies	1/10	4.013334e-01	5.268690e-01	0	0	2.112223e+00	1.928381e+00	HMGCS1
KEGG_2019_Human	Butanoate metabolism	2/28	4.117778e-01	5.380304e-01	0	0	1.462463e+00	1.297602e+00	ECHS1;HMGCS1
KEGG_2019_Human	Ubiquinone and other terpenoid-quinone biosynthesis	1/11	4.312817e-01	5.579506e-01	0	0	1.900901e+00	1.598646e+00	NQO1
KEGG_2019_Human	Long-term potentiation	4/67	4.327475e-01	5.579506e-01	0	0	1.207178e+00	1.011133e+00	CALML5;CALM3;CALM2;ATF4
KEGG_2019_Human	Valine, leucine and isoleucine degradation	3/48	4.330663e-01	5.579506e-01	0	0	1.267469e+00	1.060700e+00	ECHS1;HMGCS1;HSD17B10
KEGG_2019_Human	Ovarian steroidogenesis	3/49	4.464040e-01	5.674352e-01	0	0	1.239850e+00	9.999773e-01	AKR1C3;CYP1A1;GNAS
KEGG_2019_Human	Glyoxylate and dicarboxylate metabolism	2/30	4.465735e-01	5.674352e-01	0	0	1.357859e+00	1.094639e+00	SHMT2;MDH2
KEGG_2019_Human	Nicotinate and nicotinamide metabolism	2/30	4.465735e-01	5.674352e-01	0	0	1.357859e+00	1.094639e+00	NT5E;NAMPT
KEGG_2019_Human	Prolactin signaling pathway	4/70	4.662992e-01	5.876060e-01	0	0	1.152124e+00	8.789871e-01	CCND1;SHC1;STAT1;FOS
KEGG_2019_Human	Calcium signaling pathway	10/188	4.666907e-01	5.876060e-01	0	0	1.068097e+00	8.139843e-01	CALML5;ERBB2;GNAS;CXCR4;VDAC1;CALM3;SLC25A5;CALM2;EGFR;SLC25A6
KEGG_2019_Human	Fatty acid biosynthesis	1/13	4.867627e-01	6.101053e-01	0	0	1.583917e+00	1.140387e+00	FASN
KEGG_2019_Human	Pentose and glucuronate interconversions	2/34	5.125071e-01	6.394796e-01	0	0	1.187876e+00	7.940244e-01	AKR1B10;AKR1B1
KEGG_2019_Human	Regulation of lipolysis in adipocytes	3/55	5.234351e-01	6.501862e-01	0	0	1.096443e+00	7.097740e-01	FABP4;NPY;GNAS
KEGG_2019_Human	Alanine, aspartate and glutamate metabolism	2/35	5.281644e-01	6.531318e-01	0	0	1.151819e+00	7.352609e-01	ASNS;ASS1
KEGG_2019_Human	Signaling pathways regulating pluripotency of stem cells	7/139	5.469607e-01	6.733694e-01	0	0	1.007629e+00	6.079816e-01	BMP4;MYC;ID2;ID1;ID3;CTNNB1;FGFR2
KEGG_2019_Human	AMPK signaling pathway	6/120	5.589215e-01	6.850498e-01	0	0	1.000000e+00	5.817462e-01	CCND1;SCD;FASN;EIF4EBP1;EEF2;PFKP
KEGG_2019_Human	Inflammatory mediator regulation of TRP channels	5/100	5.644460e-01	6.887733e-01	0	0	1.000000e+00	5.719106e-01	CALML5;IL1B;GNAS;CALM3;CALM2
KEGG_2019_Human	VEGF signaling pathway	3/59	5.713815e-01	6.941784e-01	0	0	1.017911e+00	5.697228e-01	RAC2;HSPB1;RAC1
KEGG_2019_Human	Selenocompound metabolism	1/17	5.820286e-01	7.011812e-01	0	0	1.187688e+00	6.428189e-01	TXNRD1
KEGG_2019_Human	Longevity regulating pathway	5/102	5.822082e-01	7.011812e-01	0	0	9.792778e-01	5.297180e-01	HSPA8;EIF4EBP1;CRYAB;ATF4;SOD1
KEGG_2019_Human	Basal cell carcinoma	3/63	6.162179e-01	7.389279e-01	0	0	9.498495e-01	4.598741e-01	BMP4;CDKN1A;CTNNB1
KEGG_2019_Human	Tryptophan metabolism	2/42	6.279257e-01	7.497216e-01	0	0	9.498998e-01	4.420202e-01	ECHS1;CYP1A1
KEGG_2019_Human	Insulin resistance	5/108	6.330464e-01	7.525916e-01	0	0	9.219398e-01	4.215216e-01	NFKBIA;PYGB;IL6;SLC2A1;TRIB3
KEGG_2019_Human	FoxO signaling pathway	6/132	6.519118e-01	7.717076e-01	0	0	9.041870e-01	3.868527e-01	CCNB1;IL6;CDKN1A;CCND1;PLK2;EGFR
KEGG_2019_Human	Arginine biosynthesis	1/21	6.596258e-01	7.758716e-01	0	0	9.499499e-01	3.952576e-01	ASS1
KEGG_2019_Human	Herpes simplex virus 1 infection	23/492	6.610314e-01	7.758716e-01	0	0	9.301635e-01	3.850449e-01	PDIA3;CD74;HLA-DRB5;STAT1;SRSF1;HLA-B;HLA-C;HLA-A;HLA-E;C3;BST2;NFKBIA;IL6;IRAK1;IL1B;SRSF2;EIF4EBP1;HLA-DRA;CYCS;CALR;B2M;HLA-DRB1;BCL2L1
KEGG_2019_Human	Serotonergic synapse	5/113	6.723926e-01	7.849819e-01	0	0	8.790248e-01	3.488962e-01	APP;DUSP1;GNB2;GNAS;GNG12
KEGG_2019_Human	Terpenoid backbone biosynthesis	1/22	6.766624e-01	7.849819e-01	0	0	9.046666e-01	3.533473e-01	HMGCS1
KEGG_2019_Human	Adipocytokine signaling pathway	3/69	6.772948e-01	7.849819e-01	0	0	8.632260e-01	3.363548e-01	NFKBIA;NPY;SLC2A1
KEGG_2019_Human	RIG-I-like receptor signaling pathway	3/70	6.867424e-01	7.926152e-01	0	0	8.502972e-01	3.195383e-01	NFKBIA;CXCL8;ISG15
KEGG_2019_Human	Mismatch repair	1/23	6.928470e-01	7.963428e-01	0	0	8.634999e-01	3.168579e-01	PCNA
KEGG_2019_Human	Sphingolipid signaling pathway	5/119	7.157855e-01	8.193082e-01	0	0	8.324958e-01	2.783656e-01	RAC2;DEGS1;RAC1;CTSD;RHOA
KEGG_2019_Human	alpha-Linolenic acid metabolism	1/25	7.228286e-01	8.239651e-01	0	0	7.914581e-01	2.568940e-01	PLA2G2A
KEGG_2019_Human	Ribosome biogenesis in eukaryotes	4/101	7.498449e-01	8.478306e-01	0	0	7.826357e-01	2.253121e-01	FBL;EIF6;NOP10;RAN
KEGG_2019_Human	Biosynthesis of unsaturated fatty acids	1/27	7.498863e-01	8.478306e-01	0	0	7.304997e-01	2.102625e-01	SCD
KEGG_2019_Human	Phospholipase D signaling pathway	6/148	7.553913e-01	8.505829e-01	0	0	8.016267e-01	2.248718e-01	ARF1;CXCL8;SHC1;GNAS;RHOA;EGFR
KEGG_2019_Human	Linoleic acid metabolism	1/29	7.743049e-01	8.683501e-01	0	0	6.782497e-01	1.734892e-01	PLA2G2A
KEGG_2019_Human	RNA polymerase	1/31	7.963417e-01	8.894623e-01	0	0	6.329663e-01	1.441434e-01	POLR2L
KEGG_2019_Human	Neuroactive ligand-receptor interaction	14/338	8.014209e-01	8.915405e-01	0	0	8.184459e-01	1.811786e-01	CALCA;GRP;GZMA;GCG;NTS;C3;SST;NPY;NMU;CRH;TSPO;CTSG;VIP;PRSS2
KEGG_2019_Human	Long-term depression	2/60	8.088861e-01	8.962457e-01	0	0	6.544814e-01	1.388137e-01	CRH;GNAS
KEGG_2019_Human	Glycerolipid metabolism	2/61	8.161635e-01	8.984086e-01	0	0	6.433545e-01	1.306914e-01	AKR1B10;AKR1B1
KEGG_2019_Human	Cholinergic synapse	4/112	8.173248e-01	8.984086e-01	0	0	7.025138e-01	1.417101e-01	GNB2;FOS;GNG12;ATF4
KEGG_2019_Human	SNARE interactions in vesicular transport	1/34	8.254324e-01	9.000248e-01	0	0	5.753329e-01	1.103764e-01	VAMP8
KEGG_2019_Human	Glutamatergic synapse	4/114	8.278334e-01	9.000248e-01	0	0	6.896678e-01	1.303081e-01	GNB2;GNAS;GNG12;SLC38A2
KEGG_2019_Human	GABAergic synapse	3/89	8.285427e-01	9.000248e-01	0	0	6.617760e-01	1.244714e-01	GNB2;GNG12;SLC38A2
KEGG_2019_Human	Morphine addiction	3/91	8.396769e-01	9.049196e-01	0	0	6.466673e-01	1.129974e-01	GNB2;GNAS;GNG12
KEGG_2019_Human	Starch and sucrose metabolism	1/36	8.424813e-01	9.049196e-01	0	0	5.423995e-01	9.296937e-02	PYGB
KEGG_2019_Human	Cortisol synthesis and secretion	2/65	8.428493e-01	9.049196e-01	0	0	6.023794e-01	1.029870e-01	GNAS;ATF4
KEGG_2019_Human	Retinol metabolism	2/67	8.548302e-01	9.142392e-01	0	0	5.837830e-01	9.156780e-02	ALDH1A1;CYP1A1
KEGG_2019_Human	Fc epsilon RI signaling pathway	2/68	8.605026e-01	9.167663e-01	0	0	5.749074e-01	8.637328e-02	RAC2;RAC1
KEGG_2019_Human	Phosphatidylinositol signaling system	3/99	8.781684e-01	9.284452e-01	0	0	5.925276e-01	7.697934e-02	CALML5;CALM3;CALM2
KEGG_2019_Human	Progesterone-mediated oocyte maturation	3/99	8.781684e-01	9.284452e-01	0	0	5.925276e-01	7.697934e-02	CCNB1;HSP90AA1;HSP90AB1
KEGG_2019_Human	Purine metabolism	4/129	8.915945e-01	9.341148e-01	0	0	6.064257e-01	6.958359e-02	NT5E;PKM;IMPDH2;NME2
KEGG_2019_Human	Fatty acid degradation	1/44	8.955853e-01	9.341148e-01	0	0	4.413018e-01	4.866579e-02	ECHS1
KEGG_2019_Human	ABC transporters	1/45	9.008175e-01	9.341148e-01	0	0	4.312494e-01	4.504514e-02	DEFB1
KEGG_2019_Human	Type II diabetes mellitus	1/46	9.057877e-01	9.341148e-01	0	0	4.216439e-01	4.172181e-02	PKM
KEGG_2019_Human	Ether lipid metabolism	1/47	9.105091e-01	9.341148e-01	0	0	4.124559e-01	3.866833e-02	PLA2G2A
KEGG_2019_Human	Hedgehog signaling pathway	1/47	9.105091e-01	9.341148e-01	0	0	4.124559e-01	3.866833e-02	CCND1
KEGG_2019_Human	Nucleotide excision repair	1/47	9.105091e-01	9.341148e-01	0	0	4.124559e-01	3.866833e-02	PCNA
KEGG_2019_Human	Sphingolipid metabolism	1/47	9.105091e-01	9.341148e-01	0	0	4.124559e-01	3.866833e-02	DEGS1
KEGG_2019_Human	Amino sugar and nucleotide sugar metabolism	1/48	9.149940e-01	9.352522e-01	0	0	4.036590e-01	3.586014e-02	UAP1
KEGG_2019_Human	mRNA surveillance pathway	2/91	9.459848e-01	9.633742e-01	0	0	4.258179e-01	2.364514e-02	PABPC4;PABPC1
KEGG_2019_Human	Lysine degradation	1/59	9.517221e-01	9.656667e-01	0	0	3.269131e-01	1.617640e-02	ECHS1
KEGG_2019_Human	Ubiquitin mediated proteolysis	3/137	9.702000e-01	9.808227e-01	0	0	4.236441e-01	1.281651e-02	CDC20;UBE2C;UBE2S
KEGG_2019_Human	Inositol phosphate metabolism	1/74	9.776904e-01	9.848009e-01	0	0	2.595335e-01	5.855645e-03	TPI1
KEGG_2019_Human	Glycerophospholipid metabolism	1/97	9.931766e-01	9.967750e-01	0	0	1.971138e-01	1.349599e-03	PLA2G2A
KEGG_2019_Human	Olfactory transduction	3/444	9.999956e-01	9.999956e-01	0	0	1.266316e-01	5.518879e-07	CALML5;CALM3;CALM2
